Time (UTC),Subscriber Count,Hourly Gains
2024-07-03T02:00:00.000Z,295461256,51897
2024-07-03T03:00:00.000Z,295488538,27282
2024-07-03T04:00:00.000Z,295508518,19980
2024-07-03T05:00:00.000Z,295526258,17740
2024-07-03T06:00:00.000Z,295544818,18560
2024-07-03T07:00:00.000Z,295566035,21217
2024-07-03T08:00:00.000Z,295596849,30814
2024-07-03T09:00:00.000Z,295641978,45129
2024-07-03T10:00:00.000Z,295688581,46603
2024-07-03T11:00:00.000Z,295732573,43992
2024-07-03T12:00:00.000Z,295774955,42382
2024-07-03T13:00:00.000Z,295811457,36502
2024-07-03T14:00:00.000Z,295845465,34008
2024-07-03T15:00:00.000Z,295877701,32236
2024-07-03T16:00:00.000Z,295910075,32374
2024-07-03T17:00:00.000Z,295942007,31932
2024-07-03T18:00:00.000Z,295965657,23650
2024-07-03T19:00:00.000Z,295981009,15352
2024-07-03T20:00:00.000Z,295989270,8261
2024-07-03T21:00:00.000Z,295996322,7052
2024-07-03T22:00:00.000Z,296010738,14416
2024-07-03T23:00:00.000Z,296030137,19399
2024-07-04T00:00:00.000Z,296056454,26317
2024-07-04T01:00:00.000Z,296104567,48113
2024-07-04T02:00:00.000Z,296147949,43382
2024-07-04T03:00:00.000Z,296175677,27728
2024-07-04T04:00:00.000Z,296198784,23107
2024-07-04T05:00:00.000Z,296217681,18897
2024-07-04T06:00:00.000Z,296237924,20243
2024-07-04T07:00:00.000Z,296262346,24422
2024-07-04T08:00:00.000Z,296302982,40636
2024-07-04T09:00:00.000Z,296342282,39300
2024-07-04T10:00:00.000Z,296381689,39407
2024-07-04T11:00:00.000Z,296419022,37333
2024-07-04T12:00:00.000Z,296455660,36638
2024-07-04T13:00:00.000Z,296491167,35507
2024-07-04T14:00:00.000Z,296524210,33043
2024-07-04T15:00:00.000Z,296558025,33815
2024-07-04T16:00:00.000Z,296597367,39342
2024-07-04T17:00:00.000Z,296630774,33407
2024-07-04T18:00:00.000Z,296653366,22592
2024-07-04T19:00:00.000Z,296666572,13206
2024-07-04T20:00:00.000Z,296677962,11390
2024-07-04T21:00:00.000Z,296689875,11913
2024-07-04T22:00:00.000Z,296701113,11238
2024-07-04T23:00:00.000Z,296714760,13647
2024-07-05T00:00:00.000Z,296739001,24241
2024-07-05T01:00:00.000Z,296782873,43872
2024-07-05T02:00:00.000Z,296821037,38164
2024-07-05T03:00:00.000Z,296847218,26181
2024-07-05T04:00:00.000Z,296873456,26238
2024-07-05T05:00:00.000Z,296894394,20938
2024-07-05T06:00:00.000Z,296913725,19331
2024-07-05T07:00:00.000Z,296936056,22331
2024-07-05T08:00:00.000Z,296963995,27939
2024-07-05T09:00:00.000Z,296996494,32499
2024-07-05T10:00:00.000Z,297037595,41101
2024-07-05T11:00:00.000Z,297073147,35552
2024-07-05T12:00:00.000Z,297108161,35014
2024-07-05T13:00:00.000Z,297140909,32748
2024-07-05T14:00:00.000Z,297173432,32523
2024-07-05T15:00:00.000Z,297207918,34486
2024-07-05T16:00:00.000Z,297240481,32563
2024-07-05T17:00:00.000Z,297269945,29464
2024-07-05T18:00:00.000Z,297291701,21756
2024-07-05T19:00:00.000Z,297302292,10591
2024-07-05T20:00:00.000Z,297310665,8373
2024-07-05T21:00:00.000Z,297320669,10004
2024-07-05T22:00:00.000Z,297331369,10700
2024-07-05T23:00:00.000Z,297347258,15889
2024-07-06T00:00:00.000Z,297373537,26279
2024-07-06T01:00:00.000Z,297417046,43509
2024-07-06T02:00:00.000Z,297454847,37801
2024-07-06T03:00:00.000Z,297478968,24121
2024-07-06T04:00:00.000Z,297498541,19573
2024-07-06T05:00:00.000Z,297516222,17681
2024-07-06T06:00:00.000Z,297534246,18024
2024-07-06T07:00:00.000Z,297559773,25527
2024-07-06T08:00:00.000Z,297604082,44309
2024-07-06T09:00:00.000Z,297639724,35642
2024-07-06T10:00:00.000Z,297676939,37215
2024-07-06T11:00:00.000Z,297712654,35715
2024-07-06T12:00:00.000Z,297745881,33227
2024-07-06T13:00:00.000Z,297778820,32939
2024-07-06T14:00:00.000Z,297812520,33700
2024-07-06T15:00:00.000Z,297845342,32822
2024-07-06T16:00:00.000Z,297874912,29570
2024-07-06T17:00:00.000Z,297902174,27262
2024-07-06T18:00:00.000Z,297922698,20524
2024-07-06T19:00:00.000Z,297937335,14637
2024-07-06T20:00:00.000Z,297948570,11235
2024-07-06T21:00:00.000Z,297955846,7276
2024-07-06T22:00:00.000Z,297963483,7637
2024-07-06T23:00:00.000Z,297976142,12659
2024-07-07T00:00:00.000Z,298000031,23889
2024-07-07T01:00:00.000Z,298038869,38838
2024-07-07T02:00:00.000Z,298073644,34775
2024-07-07T03:00:00.000Z,298101223,27579
2024-07-07T04:00:00.000Z,298121913,20690
2024-07-07T05:00:00.000Z,298139067,17154
2024-07-07T06:00:00.000Z,298158781,19714
2024-07-07T07:00:00.000Z,298177811,19030
2024-07-07T08:00:00.000Z,298210206,32395
2024-07-07T09:00:00.000Z,298244440,34234
2024-07-07T10:00:00.000Z,298282011,37571
2024-07-07T11:00:00.000Z,298318848,36837
2024-07-07T12:00:00.000Z,298356416,37568
2024-07-07T13:00:00.000Z,298393463,37047
2024-07-07T14:00:00.000Z,298425301,31838
2024-07-07T15:00:00.000Z,298457015,31714
2024-07-07T16:00:00.000Z,298486580,29565
2024-07-07T17:00:00.000Z,298509853,23273
2024-07-07T18:00:00.000Z,298527958,18105
2024-07-07T19:00:00.000Z,298541560,13602
2024-07-07T20:00:00.000Z,298552309,10749
2024-07-07T21:00:00.000Z,298562157,9848
2024-07-07T22:00:00.000Z,298570796,8639
2024-07-07T23:00:00.000Z,298581215,10419
2024-07-08T00:00:00.000Z,298597264,16049
2024-07-08T01:00:00.000Z,298631056,33792
2024-07-08T02:00:00.000Z,298667156,36100
2024-07-08T03:00:00.000Z,298691181,24025
2024-07-08T04:00:00.000Z,298710897,19716
2024-07-08T05:00:00.000Z,298730402,19505
2024-07-08T06:00:00.000Z,298752727,22325
2024-07-08T07:00:00.000Z,298777861,25134
2024-07-08T08:00:00.000Z,298802887,25026
2024-07-08T09:00:00.000Z,298835451,32564
2024-07-08T10:00:00.000Z,298869196,33745
2024-07-08T11:00:00.000Z,298902002,32806
2024-07-08T12:00:00.000Z,298931981,29979
2024-07-08T13:00:00.000Z,298960772,28791
2024-07-08T14:00:00.000Z,298987791,27019
2024-07-08T15:00:00.000Z,299015583,27792
2024-07-08T16:00:00.000Z,299044352,28769
2024-07-08T17:00:00.000Z,299069364,25012
2024-07-08T18:00:00.000Z,299088910,19546
2024-07-08T19:00:00.000Z,299103557,14647
2024-07-08T20:00:00.000Z,299114685,11128
2024-07-08T21:00:00.000Z,299124755,10070
2024-07-08T22:00:00.000Z,299134503,9748
2024-07-08T23:00:00.000Z,299145083,10580
2024-07-09T00:00:00.000Z,299161420,16337
2024-07-09T01:00:00.000Z,299187394,25974
2024-07-09T02:00:00.000Z,299220147,32753
2024-07-09T03:00:00.000Z,299238849,18702
2024-07-09T04:00:00.000Z,299255455,16606
2024-07-09T05:00:00.000Z,299272265,16810
2024-07-09T06:00:00.000Z,299288297,16032
2024-07-09T07:00:00.000Z,299305530,17233
2024-07-09T08:00:00.000Z,299334408,28878
2024-07-09T09:00:00.000Z,299364306,29898
2024-07-09T10:00:00.000Z,299395215,30909
2024-07-09T11:00:00.000Z,299429576,34361
2024-07-09T12:00:00.000Z,299461029,31453
2024-07-09T13:00:00.000Z,299488063,27034
2024-07-09T14:00:00.000Z,299513048,24985
2024-07-09T15:00:00.000Z,299538945,25897
2024-07-09T16:00:00.000Z,299566941,27996
2024-07-09T17:00:00.000Z,299589937,22996
2024-07-09T18:00:00.000Z,299607019,17082
2024-07-09T19:00:00.000Z,299620544,13525
2024-07-09T20:00:00.000Z,299630528,9984
2024-07-09T21:00:00.000Z,299639310,8782
2024-07-09T22:00:00.000Z,299646750,7440
2024-07-09T23:00:00.000Z,299656809,10059
2024-07-10T00:00:00.000Z,299669909,13100
2024-07-10T01:00:00.000Z,299697919,28010
2024-07-10T02:00:00.000Z,299731390,33471
2024-07-10T03:00:00.000Z,299750615,19225
2024-07-10T04:00:00.000Z,299768817,18202
2024-07-10T05:00:00.000Z,299789277,20460
2024-07-10T06:00:00.000Z,299808505,19228
2024-07-10T07:00:00.000Z,299825440,16935
2024-07-10T08:00:00.000Z,299851362,25922
2024-07-10T09:00:00.000Z,299881026,29664
2024-07-10T10:00:00.000Z,299910277,29251
2024-07-10T11:00:00.000Z,299941120,30843
2024-07-10T12:00:00.000Z,299972656,31536
2024-07-10T13:00:00.000Z,300011039,38383
2024-07-10T14:00:00.000Z,300041917,30878
2024-07-10T15:00:00.000Z,300069403,27486
2024-07-10T16:00:00.000Z,300096506,27103
2024-07-10T17:00:00.000Z,300119719,23213
2024-07-10T18:00:00.000Z,300132613,12894
2024-07-10T19:00:00.000Z,300142136,9523
2024-07-10T20:00:00.000Z,300156100,13964
2024-07-10T21:00:00.000Z,300167520,11420
2024-07-10T22:00:00.000Z,300173813,6293
2024-07-10T23:00:00.000Z,300175843,2030
2024-07-11T00:00:00.000Z,300181365,5522
2024-07-11T01:00:00.000Z,300201947,20582
2024-07-11T02:00:00.000Z,300227782,25835
2024-07-11T03:00:00.000Z,300247101,19319
2024-07-11T04:00:00.000Z,300265761,18660
2024-07-11T05:00:00.000Z,300281764,16003
2024-07-11T06:00:00.000Z,300299277,17513
2024-07-11T07:00:00.000Z,300321879,22602
2024-07-11T08:00:00.000Z,300358045,36166
2024-07-11T09:00:00.000Z,300391355,33310
2024-07-11T10:00:00.000Z,300423740,32385
2024-07-11T11:00:00.000Z,300452911,29171
2024-07-11T12:00:00.000Z,300485362,32451
2024-07-11T13:00:00.000Z,300517412,32050
2024-07-11T14:00:00.000Z,300547911,30499
2024-07-11T15:00:00.000Z,300577522,29611
2024-07-11T16:00:00.000Z,300609645,32123
2024-07-11T17:00:00.000Z,300638975,29330
2024-07-11T18:00:00.000Z,300658235,19260
2024-07-11T19:00:00.000Z,300674180,15945
2024-07-11T20:00:00.000Z,300687260,13080
2024-07-11T21:00:00.000Z,300699584,12324
2024-07-11T22:00:00.000Z,300710876,11292
2024-07-11T23:00:00.000Z,300726077,15201
2024-07-12T00:00:00.000Z,300748551,22474
2024-07-12T01:00:00.000Z,300783041,34490
2024-07-12T02:00:00.000Z,300816620,33579
2024-07-12T03:00:00.000Z,300841857,25237
2024-07-12T04:00:00.000Z,300862811,20954
2024-07-12T05:00:00.000Z,300878183,15372
2024-07-12T06:00:00.000Z,300893853,15670
2024-07-12T07:00:00.000Z,300910293,16440
2024-07-12T08:00:00.000Z,300945716,35423
2024-07-12T09:00:00.000Z,300981678,35962
2024-07-12T10:00:00.000Z,301017107,35429
2024-07-12T11:00:00.000Z,301049174,32067
2024-07-12T12:00:00.000Z,301080369,31195
2024-07-12T13:00:00.000Z,301111928,31559
2024-07-12T14:00:00.000Z,301143306,31378
2024-07-12T15:00:00.000Z,301174437,31131
2024-07-12T16:00:00.000Z,301203969,29532
2024-07-12T17:00:00.000Z,301221114,17145
2024-07-12T18:00:00.000Z,301229760,8646
2024-07-12T19:00:00.000Z,301237036,7276
2024-07-12T20:00:00.000Z,301247344,10308
2024-07-12T21:00:00.000Z,301259321,11977
2024-07-12T22:00:00.000Z,301271173,11852
2024-07-12T23:00:00.000Z,301284049,12876
2024-07-13T00:00:00.000Z,301293948,9899
2024-07-13T01:00:00.000Z,301303756,9808
2024-07-13T02:00:00.000Z,301315308,11552
2024-07-13T03:00:00.000Z,301328749,13441
2024-07-13T04:00:00.000Z,301340017,11268
2024-07-13T05:00:00.000Z,301351124,11107
2024-07-13T06:00:00.000Z,301364969,13845
2024-07-13T07:00:00.000Z,301379754,14785
2024-07-13T08:00:00.000Z,301395411,15657
2024-07-13T09:00:00.000Z,301412167,16756
2024-07-13T10:00:00.000Z,301429096,16929
2024-07-13T11:00:00.000Z,301445605,16509
2024-07-13T12:00:00.000Z,301462706,17101
2024-07-13T13:00:00.000Z,301479278,16572
2024-07-13T14:00:00.000Z,301496664,17386
2024-07-13T15:00:00.000Z,301515636,18972
2024-07-13T16:00:00.000Z,301534305,18669
2024-07-13T17:00:00.000Z,301570531,36226
2024-07-13T18:00:00.000Z,301619235,48704
2024-07-13T19:00:00.000Z,301663349,44114
2024-07-13T20:00:00.000Z,301700393,37044
2024-07-13T21:00:00.000Z,301732912,32519
2024-07-13T22:00:00.000Z,301759328,26416
2024-07-13T23:00:00.000Z,301779519,20191
2024-07-14T00:00:00.000Z,301800423,20904
2024-07-14T01:00:00.000Z,301823259,22836
2024-07-14T02:00:00.000Z,301846540,23281
2024-07-14T03:00:00.000Z,301873869,27329
2024-07-14T04:00:00.000Z,301900547,26678
2024-07-14T05:00:00.000Z,301928625,28078
2024-07-14T06:00:00.000Z,301957969,29344
2024-07-14T07:00:00.000Z,301987663,29694
2024-07-14T08:00:00.000Z,302016448,28785
2024-07-14T09:00:00.000Z,302047158,30710
2024-07-14T10:00:00.000Z,302077231,30073
2024-07-14T11:00:00.000Z,302107171,29940
2024-07-14T12:00:00.000Z,302139532,32361
2024-07-14T13:00:00.000Z,302172610,33078
2024-07-14T14:00:00.000Z,302207603,34993
2024-07-14T15:00:00.000Z,302242651,35048
2024-07-14T16:00:00.000Z,302277298,34647
2024-07-14T17:00:00.000Z,302309770,32472
2024-07-14T18:00:00.000Z,302330969,21199
2024-07-14T19:00:00.000Z,302354161,23192
2024-07-14T20:00:00.000Z,302375842,21681
2024-07-14T21:00:00.000Z,302395002,19160
2024-07-14T22:00:00.000Z,302414111,19109
2024-07-14T23:00:00.000Z,302431750,17639
2024-07-15T00:00:00.000Z,302449646,17896
2024-07-15T01:00:00.000Z,302465918,16272
2024-07-15T02:00:00.000Z,302483158,17240
2024-07-15T03:00:00.000Z,302503102,19944
2024-07-15T04:00:00.000Z,302523629,20527
2024-07-15T05:00:00.000Z,302542486,18857
2024-07-15T06:00:00.000Z,302563623,21137
2024-07-15T07:00:00.000Z,302586401,22778
2024-07-15T08:00:00.000Z,302609732,23331
2024-07-15T09:00:00.000Z,302635497,25765
2024-07-15T10:00:00.000Z,302662851,27354
2024-07-15T11:00:00.000Z,302690226,27375
2024-07-15T12:00:00.000Z,302718538,28312
2024-07-15T13:00:00.000Z,302749506,30968
2024-07-15T14:00:00.000Z,302781075,31569
2024-07-15T15:00:00.000Z,302814247,33172
2024-07-15T16:00:00.000Z,302845500,31253
2024-07-15T17:00:00.000Z,302876042,30542
2024-07-15T18:00:00.000Z,302896125,20083
2024-07-15T19:00:00.000Z,302915978,19853
2024-07-15T20:00:00.000Z,302940841,24863
2024-07-15T21:00:00.000Z,302964586,23745
2024-07-15T22:00:00.000Z,302986494,21908
2024-07-15T23:00:00.000Z,303006288,19794
2024-07-16T00:00:00.000Z,303025690,19402
2024-07-16T01:00:00.000Z,303044229,18539
2024-07-16T02:00:00.000Z,303063708,19479
2024-07-16T03:00:00.000Z,303084092,20384
2024-07-16T04:00:00.000Z,303101300,17208
2024-07-16T05:00:00.000Z,303119556,18256
2024-07-16T06:00:00.000Z,303141048,21492
2024-07-16T07:00:00.000Z,303162801,21753
2024-07-16T08:00:00.000Z,303185152,22351
2024-07-16T09:00:00.000Z,303210100,24948
2024-07-16T10:00:00.000Z,303232976,22876
2024-07-16T11:00:00.000Z,303257216,24240
2024-07-16T12:00:00.000Z,303284446,27230
2024-07-16T13:00:00.000Z,303312336,27890
2024-07-16T14:00:00.000Z,303341185,28849
2024-07-16T15:00:00.000Z,303370312,29127
2024-07-16T16:00:00.000Z,303400398,30086
2024-07-16T17:00:00.000Z,303426470,26072
2024-07-16T18:00:00.000Z,303444376,17906
2024-07-16T19:00:00.000Z,303459889,15513
2024-07-16T20:00:00.000Z,303475355,15466
2024-07-16T21:00:00.000Z,303489788,14433
2024-07-16T22:00:00.000Z,303504022,14234
2024-07-16T23:00:00.000Z,303518927,14905
2024-07-17T00:00:00.000Z,303531794,12867
2024-07-17T01:00:00.000Z,303546430,14636
2024-07-17T02:00:00.000Z,303559078,12648
2024-07-17T03:00:00.000Z,303573566,14488
2024-07-17T04:00:00.000Z,303588424,14858
2024-07-17T05:00:00.000Z,303601469,13045
2024-07-17T06:00:00.000Z,303617470,16001
2024-07-17T07:00:00.000Z,303633477,16007
2024-07-17T08:00:00.000Z,303649509,16032
2024-07-17T09:00:00.000Z,303666930,17421
2024-07-17T10:00:00.000Z,303684594,17664
2024-07-17T11:00:00.000Z,303701851,17257
2024-07-17T12:00:00.000Z,303720101,18250
2024-07-17T13:00:00.000Z,303738931,18830
2024-07-17T14:00:00.000Z,303757867,18936
2024-07-17T15:00:00.000Z,303777847,19980
2024-07-17T16:00:00.000Z,303795888,18041
2024-07-17T17:00:00.000Z,303814001,18113
2024-07-17T18:00:00.000Z,303830132,16131
2024-07-17T19:00:00.000Z,303844742,14610
2024-07-17T20:00:00.000Z,303857494,12752
2024-07-17T21:00:00.000Z,303869329,11835
2024-07-17T22:00:00.000Z,303880693,11364
2024-07-17T23:00:00.000Z,303892469,11776
2024-07-18T00:00:00.000Z,303902586,10117
2024-07-18T01:00:00.000Z,303914110,11524
2024-07-18T02:00:00.000Z,303924361,10251
2024-07-18T03:00:00.000Z,303933589,9228
2024-07-18T04:00:00.000Z,303945267,11678
2024-07-18T05:00:00.000Z,303954083,8816
2024-07-18T06:00:00.000Z,303966136,12053
2024-07-18T07:00:00.000Z,303978743,12607
2024-07-18T08:00:00.000Z,303992304,13561
2024-07-18T09:00:00.000Z,304006663,14359
2024-07-18T10:00:00.000Z,304021753,15090
2024-07-18T11:00:00.000Z,304037289,15536
2024-07-18T12:00:00.000Z,304053788,16499
2024-07-18T13:00:00.000Z,304071365,17577
2024-07-18T14:00:00.000Z,304088523,17158
2024-07-18T15:00:00.000Z,304106044,17521
2024-07-18T16:00:00.000Z,304122890,16846
2024-07-18T17:00:00.000Z,304139638,16748
2024-07-18T18:00:00.000Z,304149400,9762
2024-07-18T19:00:00.000Z,304148747,-653
2024-07-18T20:00:00.000Z,304150019,1272
2024-07-18T21:00:00.000Z,304150797,778
2024-07-18T22:00:00.000Z,304157737,6940
2024-07-18T23:00:00.000Z,304167944,10207
2024-07-19T00:00:00.000Z,304178266,10322
2024-07-19T01:00:00.000Z,304188488,10222
2024-07-19T02:00:00.000Z,304199043,10555
2024-07-19T03:00:00.000Z,304209892,10849
2024-07-19T04:00:00.000Z,304217070,7178
2024-07-19T05:00:00.000Z,304227930,10860
2024-07-19T06:00:00.000Z,304238870,10940
2024-07-19T07:00:00.000Z,304250188,11318
2024-07-19T08:00:00.000Z,304261954,11766
2024-07-19T09:00:00.000Z,304274622,12668
2024-07-19T10:00:00.000Z,304283662,9040
2024-07-19T11:00:00.000Z,304294041,10379
2024-07-19T12:00:00.000Z,304304420,10379
2024-07-19T13:00:00.000Z,304314799,10379
2024-07-19T14:00:00.000Z,304325178,10379
2024-07-19T15:00:00.000Z,304335557,10379
2024-07-19T16:00:00.000Z,304345936,10379
2024-07-19T17:00:00.000Z,304397211,51275
2024-07-19T18:00:00.000Z,304411518,14307
2024-07-19T19:00:00.000Z,304421882,10364
2024-07-19T20:00:00.000Z,304431327,9445
2024-07-19T21:00:00.000Z,304440771,9444
2024-07-19T22:00:00.000Z,304450215,9444
2024-07-19T23:00:00.000Z,304459659,9444
2024-07-20T00:00:00.000Z,304469103,9444
2024-07-20T01:00:00.000Z,304478547,9444
2024-07-20T02:00:00.000Z,304487992,9445
2024-07-20T03:00:00.000Z,304497437,9445
2024-07-20T04:00:00.000Z,304506880,9443
2024-07-20T05:00:00.000Z,304516324,9444
2024-07-20T06:00:00.000Z,304526036,9712
2024-07-20T07:00:00.000Z,304538186,12150
2024-07-20T08:00:00.000Z,304551368,13182
2024-07-20T09:00:00.000Z,304564921,13553
2024-07-20T10:00:00.000Z,304579639,14718
2024-07-20T11:00:00.000Z,304594416,14777
2024-07-20T12:00:00.000Z,304609961,15545
2024-07-20T13:00:00.000Z,304626054,16093
2024-07-20T14:00:00.000Z,304643119,17065
2024-07-20T15:00:00.000Z,304659481,16362
2024-07-20T16:00:00.000Z,304676163,16682
2024-07-20T17:00:00.000Z,304690306,14143
2024-07-20T18:00:00.000Z,304705169,14863
2024-07-20T19:00:00.000Z,304713969,8800
2024-07-20T20:00:00.000Z,304717881,3912
2024-07-20T21:00:00.000Z,304727000,9119
2024-07-20T22:00:00.000Z,304737265,10265
2024-07-20T23:00:00.000Z,304746396,9131
2024-07-21T00:00:00.000Z,304755678,9282
2024-07-21T01:00:00.000Z,304765162,9484
2024-07-21T02:00:00.000Z,304775655,10493
2024-07-21T03:00:00.000Z,304786708,11053
2024-07-21T04:00:00.000Z,304798208,11500
2024-07-21T05:00:00.000Z,304808186,9978
2024-07-21T06:00:00.000Z,304818266,10080
2024-07-21T07:00:00.000Z,304829376,11110
2024-07-21T08:00:00.000Z,304841594,12218
2024-07-21T09:00:00.000Z,304854191,12597
2024-07-21T10:00:00.000Z,304867722,13531
2024-07-21T11:00:00.000Z,304881334,13612
2024-07-21T12:00:00.000Z,304895762,14428
2024-07-21T13:00:00.000Z,304911278,15516
2024-07-21T14:00:00.000Z,304926982,15704
2024-07-21T15:00:00.000Z,304943205,16223
2024-07-21T16:00:00.000Z,304959003,15798
2024-07-21T17:00:00.000Z,304974342,15339
2024-07-21T18:00:00.000Z,304982410,8068
2024-07-21T19:00:00.000Z,304988665,6255
2024-07-21T20:00:00.000Z,304999101,10436
2024-07-21T21:00:00.000Z,305010875,11774
2024-07-21T22:00:00.000Z,305022557,11682
2024-07-21T23:00:00.000Z,305032659,10102
2024-07-22T00:00:00.000Z,305041703,9044
2024-07-22T01:00:00.000Z,305050695,8992
2024-07-22T02:00:00.000Z,305061959,11264
2024-07-22T03:00:00.000Z,305073128,11169
2024-07-22T04:00:00.000Z,305084340,11212
2024-07-22T05:00:00.000Z,305094992,10652
2024-07-22T06:00:00.000Z,305106087,11095
2024-07-22T07:00:00.000Z,305117166,11079
2024-07-22T08:00:00.000Z,305128758,11592
2024-07-22T09:00:00.000Z,305141163,12405
2024-07-22T10:00:00.000Z,305154225,13062
2024-07-22T11:00:00.000Z,305167629,13404
2024-07-22T12:00:00.000Z,305182511,14882
2024-07-22T13:00:00.000Z,305198663,16152
2024-07-22T14:00:00.000Z,305214833,16170
2024-07-22T15:00:00.000Z,305230968,16135
2024-07-22T16:00:00.000Z,305246201,15233
2024-07-22T17:00:00.000Z,305260866,14665
2024-07-22T18:00:00.000Z,305274740,13874
2024-07-22T19:00:00.000Z,305286676,11936
2024-07-22T20:00:00.000Z,305298138,11462
2024-07-22T21:00:00.000Z,305310900,12762
2024-07-22T22:00:00.000Z,305320635,9735
2024-07-22T23:00:00.000Z,305331038,10403
2024-07-23T00:00:00.000Z,305341417,10379
2024-07-23T01:00:00.000Z,305351513,10096
2024-07-23T02:00:00.000Z,305361583,10070
2024-07-23T03:00:00.000Z,305370967,9384
2024-07-23T04:00:00.000Z,305378197,7230
2024-07-23T05:00:00.000Z,305387947,9750
2024-07-23T06:00:00.000Z,305397974,10027
2024-07-23T07:00:00.000Z,305408651,10677
2024-07-23T08:00:00.000Z,305420917,12266
2024-07-23T09:00:00.000Z,305434088,13171
2024-07-23T10:00:00.000Z,305447554,13466
2024-07-23T11:00:00.000Z,305461991,14437
2024-07-23T12:00:00.000Z,305477787,15796
2024-07-23T13:00:00.000Z,305494395,16608
2024-07-23T14:00:00.000Z,305512356,17961
2024-07-23T15:00:00.000Z,305529934,17578
2024-07-23T16:00:00.000Z,305546590,16656
2024-07-23T17:00:00.000Z,305564285,17695
2024-07-23T18:00:00.000Z,305580107,15822
2024-07-23T19:00:00.000Z,305595384,15277
2024-07-23T20:00:00.000Z,305607710,12326
2024-07-23T21:00:00.000Z,305615497,7787
2024-07-23T22:00:00.000Z,305622863,7366
2024-07-23T23:00:00.000Z,305629370,6507
2024-07-24T00:00:00.000Z,305639573,10203
2024-07-24T01:00:00.000Z,305650186,10613
2024-07-24T02:00:00.000Z,305661103,10917
2024-07-24T03:00:00.000Z,305671494,10391
2024-07-24T04:00:00.000Z,305680815,9321
2024-07-24T05:00:00.000Z,305690392,9577
2024-07-24T06:00:00.000Z,305700757,10365
2024-07-24T07:00:00.000Z,305712490,11733
2024-07-24T08:00:00.000Z,305723776,11286
2024-07-24T09:00:00.000Z,305736663,12887
2024-07-24T10:00:00.000Z,305751257,14594
2024-07-24T11:00:00.000Z,305766856,15599
2024-07-24T12:00:00.000Z,305782012,15156
2024-07-24T13:00:00.000Z,305800914,18902
2024-07-24T14:00:00.000Z,305819822,18908
2024-07-24T15:00:00.000Z,305839588,19766
2024-07-24T16:00:00.000Z,305857651,18063
2024-07-24T17:00:00.000Z,305872947,15296
2024-07-24T18:00:00.000Z,305888042,15095
2024-07-24T19:00:00.000Z,305903651,15609
2024-07-24T20:00:00.000Z,305917952,14301
2024-07-24T21:00:00.000Z,305927306,9354
2024-07-24T22:00:00.000Z,305937911,10605
2024-07-24T23:00:00.000Z,305948228,10317
2024-07-25T00:00:00.000Z,305951544,3316
2024-07-25T01:00:00.000Z,305954695,3151
2024-07-25T02:00:00.000Z,305961555,6860
2024-07-25T03:00:00.000Z,305973898,12343
2024-07-25T04:00:00.000Z,305985219,11321
2024-07-25T05:00:00.000Z,305995433,10214
2024-07-25T06:00:00.000Z,306005874,10441
2024-07-25T07:00:00.000Z,306016953,11079
2024-07-25T08:00:00.000Z,306028051,11098
2024-07-25T09:00:00.000Z,306041092,13041
2024-07-25T10:00:00.000Z,306054477,13385
2024-07-25T11:00:00.000Z,306069393,14916
2024-07-25T12:00:00.000Z,306085220,15827
2024-07-25T13:00:00.000Z,306102509,17289
2024-07-25T14:00:00.000Z,306120383,17874
2024-07-25T15:00:00.000Z,306138922,18539
2024-07-25T16:00:00.000Z,306155846,16924
2024-07-25T17:00:00.000Z,306171087,15241
2024-07-25T18:00:00.000Z,306181397,10310
2024-07-25T19:00:00.000Z,306194822,13425
2024-07-25T20:00:00.000Z,306207173,12351
2024-07-25T21:00:00.000Z,306218573,11400
2024-07-25T22:00:00.000Z,306229412,10839
2024-07-25T23:00:00.000Z,306239226,9814
2024-07-26T00:00:00.000Z,306249762,10536
2024-07-26T01:00:00.000Z,306260335,10573
2024-07-26T02:00:00.000Z,306265450,5115
2024-07-26T03:00:00.000Z,306270096,4646
2024-07-26T04:00:00.000Z,306278682,8586
2024-07-26T05:00:00.000Z,306284553,5871
2024-07-26T06:00:00.000Z,306295668,11115
2024-07-26T07:00:00.000Z,306307159,11491
2024-07-26T08:00:00.000Z,306318801,11642
2024-07-26T09:00:00.000Z,306331642,12841
2024-07-26T10:00:00.000Z,306345113,13471
2024-07-26T11:00:00.000Z,306359283,14170
2024-07-26T12:00:00.000Z,306374450,15167
2024-07-26T13:00:00.000Z,306390875,16425
2024-07-26T14:00:00.000Z,306408293,17418
2024-07-26T15:00:00.000Z,306425446,17153
2024-07-26T16:00:00.000Z,306442508,17062
2024-07-26T17:00:00.000Z,306457758,15250
2024-07-26T18:00:00.000Z,306472249,14491
2024-07-26T19:00:00.000Z,306484056,11807
2024-07-26T20:00:00.000Z,306495860,11804
2024-07-26T21:00:00.000Z,306506850,10990
2024-07-26T22:00:00.000Z,306516194,9344
2024-07-26T23:00:00.000Z,306525457,9263
2024-07-27T00:00:00.000Z,306534137,8680
2024-07-27T01:00:00.000Z,306543873,9736
2024-07-27T02:00:00.000Z,306553358,9485
2024-07-27T03:00:00.000Z,306564113,10755
2024-07-27T04:00:00.000Z,306574575,10462
2024-07-27T05:00:00.000Z,306583786,9211
2024-07-27T06:00:00.000Z,306591804,8018
2024-07-27T07:00:00.000Z,306602688,10884
